firm name,website,ticker,hq country,hq state,hq city,permno,score,pbid,firm name from pitchbook,website from pitchbook,company profile,investor profile,limited partner profile,service provider profile,unnamed: 14
CORSAIR GAMING INC,corsair.com,CRSR,USA,CA,Fremont,19822,Very High,51072-76,Corsair (US),www.corsair.com,Yes,Yes,No,No,true
CORTEVA INC,corteva.com,CTVA,USA,IN,Indianapolis,18592,Very High,234448-57,Corteva Agriscience,www.corteva.com,Yes,Yes,Yes,No,true
CORVEL CORP,corvel.com,CRVL,USA,TX,Fort Worth,76721,Very High,41036-68,CorVel,www.corvel.com,Yes,Yes,No,No,true
CORVUS PHARMACEUTICALS INC,corvuspharma.com,CRVS,USA,CA,Burlingame,15960,Very High,100696-51,Corvus Pharmaceuticals,www.corvuspharma.com,Yes,No,No,No,true
COSTAMARE INC,costamare.com,CMRE,MCO,,Monaco,12391,Very High,51202-72,Costamare,www.costamare.com,Yes,Yes,No,No,true
COSTAR GROUP INC,costargroup.com,CSGP,USA,DC,Washington,86288,Very High,13424-50,CoStar Group,www.costargroup.com,Yes,Yes,No,No,true
COSTCO WHOLESALE CORP,costco.com,COST,USA,WA,Issaquah,87055,Very High,41133-61,Costco Wholesale,www.costco.com,Yes,Yes,Yes,No,true
COTERRA ENERGY INC,coterra.com,COG,USA,TX,Houston,76082,,,,,,,,,
COTIVITI HOLDINGS INC,cotiviti.com,COTV,USA,GA,Atlanta,16073,Very High,51427-81,Cotiviti (Georgia),www.connolly.com,Yes,Yes,No,No,true
COTY INC,coty.com,COTY,USA,NY,New York,13983,Very High,11067-49,Coty,www.coty.com,Yes,Yes,No,Yes,true
COUCHBASE INC,couchbase.com,BASE,USA,CA,Santa Clara,21701,Very High,51569-38,Couchbase,www.couchbase.com,Yes,No,No,No,true
COUNTY BANCORP INC,investorscommunitybank.com,ICBK,USA,WI,Manitowoc,15180,Very High,107104-51,County Bancorp,www.investorscommunitybank.com,Yes,Yes,No,Yes,true
COUPA SOFTWARE INC,coupa.com,COUP,USA,CA,San Mateo,16382,Very High,51588-19,Coupa,www.coupa.com,Yes,Yes,No,No,true
COURSERA INC,coursera.org,COUR,USA,CA,Mountain View,20681,Very High,54285-85,Coursera,www.coursera.org,Yes,Yes,No,No,true
COUSINS PROPERTIES INC,cousins.com,CUZ,USA,GA,Atlanta,27511,Very High,41318-20,Cousins Properties,www.cousins.com,Yes,Yes,No,No,true
COVANTA HOLDING CORP,covanta.com,CVA,USA,NJ,Morristown,76515,Very High,41325-49,Covanta Holding,www.covanta.com,Yes,Yes,No,No,true
COVENANT LOGISTICS GROUP INC,covenantlogistics.com,CVTI,USA,TN,Chattanooga,80969,Very High,41255-02,Covenant Logistics Group,www.covenantlogistics.com,Yes,Yes,No,No,true
COVETRUS INC,covetrus.com,CVET,USA,ME,Portland,18327,Very High,51113-89,Covetrus,www.covetrus.com,Yes,Yes,No,No,true
COWEN INC,cowen.com,COWN,USA,NY,New York,93128,Very High,11666-35,TD Cowen,www.cowen.com,Yes,Yes,Yes,Yes,true
CPI CARD GROUP INC,cpicardgroup.com,PMTS,USA,CO,Littleton,15793,Very High,10476-28,CPI Card Group,www.cpicardgroup.com,Yes,Yes,No,No,true
CRA INTERNATIONAL INC,crai.com,CRAI,USA,MA,Boston,85972,Very High,41930-11,Charles River Associates,www.crai.com,Yes,Yes,No,Yes,true
CRACKER BARREL OLD CTRY STOR,crackerbarrel.com,CBRL,USA,TN,Lebanon,27562,Very High,11089-36,Cracker Barrel Old Country Store,www.crackerbarrel.com,Yes,Yes,No,No,true
CRAFT BREW ALLIANCE INC,craftbrew.com,BREW,USA,OR,Portland,82176,Very High,41962-33,Craft Brew Alliance,www.craftbrew.com,Yes,Yes,No,No,true
CRANE CO,craneco.com,CR,USA,CT,Stamford,20204,Very High,55821-61,Crane Co,www.craneco.com,Yes,Yes,No,No,true
CRAWFORD & CO,crawco.com,CRD,USA,GA,Atlanta,27618,Very High,11509-30,Crawford & Company,www.crawco.com,Yes,Yes,No,No,true
CRAWFORD & CO,crawco.com,CRD,USA,GA,Atlanta,76274,Very High,11509-30,Crawford & Company,www.crawco.com,Yes,Yes,No,No,true
CRAY INC,,CRAY,USA,WA,Seattle,82287,Very High,41242-42,Cray,www.cray.com,Yes,Yes,No,No,false
CREATIVE MEDIA & COM TR CORP,creativemediacommunity.com,CMCT,USA,TX,Dallas,80014,High,61891-93,Creative Media & Community Trust,www.creativemediacommunity.com,Yes,Yes,No,No,true
CREDIT ACCEPTANCE CORP,creditacceptance.com,CACC,USA,MI,Southfield,77660,Very High,41323-24,Credit Acceptance,www.creditacceptance.com,Yes,Yes,No,No,true
CREDO TECH GROUP HOLDING LTD,credosemi.com,CRDO,USA,CA,San Jose,22620,Very High,123029-65,Credo,www.credosemi.com,Yes,No,No,No,true
CRESCENT ENERGY COMPANY,crescentenergyco.com,CRGY,USA,TX,Houston,22423,Very High,467588-80,Crescent Energy Company,www.crescentenergyco.com,Yes,Yes,No,No,true
CRINETICS PHARMCTCL INC,crinetics.com,CRNX,USA,CA,San Diego,17959,Very High,108903-34,Crinetics Pharmaceuticals,www.crinetics.com,Yes,No,No,No,true
CROCS INC,crocs.com,CROX,USA,CO,Broomfield,91090,Very High,42056-38,Crocs,www.crocs.com,Yes,Yes,No,No,true
CROSS COUNTRY HEALTHCARE INC,crosscountryhealthcare.com,CCRN,USA,FL,Boca Raton,89167,Very High,12143-44,Cross Country Healthcare,www.crosscountryhealthcare.com,Yes,Yes,No,No,true
CROSSFIRST BANKSHARES INC,crossfirstbank.com,CFB,USA,KS,Leawood,18895,Very High,64844-56,CrossFirst Bank,www.crossfirstbank.com,Yes,Yes,No,Yes,true
CROWDSTRIKE HOLDINGS INC,crowdstrike.com,CRWD,USA,TX,Austin,18726,Very High,53913-70,CrowdStrike Holdings,www.crowdstrike.com,Yes,Yes,No,No,true
CROWN CASTLE INC,crowncastle.com,CCI,USA,TX,Houston,86339,Very High,11699-74,Crown Castle International,www.crowncastle.com,Yes,Yes,No,No,true
CROWN HOLDINGS INC,crowncork.com,CCK,USA,PA,Yardley,17726,Very High,41555-53,Crown Holdings,www.crowncork.com,Yes,Yes,No,No,true
CRYOPORT INC,cryoport.com,CYRX,USA,TN,Brentwood,15506,Very High,12681-64,Cryoport,www.cryoport.com,Yes,Yes,No,No,true
CS DISCO INC,csdisco.com,LAW,USA,TX,Austin,21601,Very High,61119-64,DISCO,www.csdisco.com,Yes,No,No,No,true
CSG SYSTEMS INTL INC,csgi.com,CSGS,USA,CO,Greenwood Village,83124,Very High,13284-01,CSG International,www.csgi.com,Yes,Yes,No,No,true
CSRA INC,,CSRA,USA,VA,Falls Church,15797,Very High,151797-16,CSRA,www.csra.com,Yes,Yes,No,No,false
CSS INDUSTRIES INC,cssindustries.com,CSS,USA,PA,Plymouth Meeting,67838,Very High,25164-28,CSS Industries,www.cssindustries.com,Yes,Yes,No,No,true
CST BRANDS INC,cstbrands.com,CST,USA,TX,San Antonio,13831,Very High,57362-05,CST Brands,www.cstbrands.com,Yes,Yes,No,No,true
CSW INDUSTRIALS INC,cswindustrials.com,CSWI,USA,TX,Dallas,15651,Very High,118496-62,CSW Industrials,www.cswindustrials.com,Yes,Yes,No,No,true
CSX CORP,csx.com,CSX,USA,FL,Jacksonville,62148,Very High,12806-56,CSX (Jacksonville),www.csx.com,Yes,Yes,No,Yes,true
CTI BIOPHARMA CORP,ctibiopharma.com,CTIC,USA,WA,Seattle,84604,Very High,40461-49,CTI BioPharma,www.ctibiopharma.com,Yes,Yes,No,No,true
CTO REALTY GROWTH INC,ctorealtygrowth.com,CTO,USA,FL,Daytona Beach,26650,Very High,41961-25,CTO Realty Growth,www.ctoreit.com,Yes,Yes,No,No,true
CTS CORP,ctscorp.com,CTS,USA,IL,Lisle,28564,Very High,55912-60,CTS,www.ctscorp.com,Yes,Yes,No,No,true
CU BANCORP/CA,,CUNB,USA,CA,Los Angeles,13640,No Match,,,,,,,,true
CUBESMART,cubesmart.com,CUBE,USA,PA,Malvern,90396,Very High,53983-27,Cubesmart,www.cubesmart.com,Yes,Yes,No,No,true
CUBIC CORP,cubic.com,CUB,USA,CA,San Diego,31077,Very High,41343-04,Cubic,www.cubic.com,Yes,Yes,No,No,true
CUE BIOPHARMA,cuebiopharma.com,CUE,USA,MA,Boston,17262,Very High,169173-82,Cue Biopharma,www.cuebiopharma.com,Yes,No,No,No,true
CUE HEALTH INC,cuehealth.com,HLTH,USA,CA,San Diego,21933,Very High,99633-70,Cue Health,www.cuehealth.com,Yes,No,No,No,true
CULLEN/FROST BANKERS INC,frostbank.com,CFR,USA,TX,San Antonio,27888,Very High,41296-78,Frost Bank,www.frostbank.com,Yes,Yes,No,Yes,true
CULLINAN ONCOLOGY INC,cullinanoncology.com,CGEM,USA,MA,Cambridge,20420,Very High,187505-11,Cullinan Oncology,www.cullinanoncology.com,Yes,Yes,No,No,true
CULP INC,culp.com,CFI,USA,NC,High Point,27909,Very High,41071-42,Culp,www.culp.com,Yes,Yes,No,No,true
CUMMINS INC,cummins.com,CMI,USA,IN,Columbus,41080,Very High,41289-94,Cummins,www.cummins.com,Yes,Yes,No,Yes,true
CUMULUS MEDIA INC,cumulusmedia.com,CMLS,USA,GA,Atlanta,18046,Very High,10463-41,Cumulus Media,www.cumulusmedia.com,Yes,Yes,No,No,true
CUREVAC N.V.,curevac.com,CVAC,DEU,,Tubingen,19623,Very High,55268-20,CureVac,www.curevac.com,Yes,Yes,No,No,true
CURIOSITYSTREAM INC,curiositystream.com,CURI,USA,MD,Silver Spring,19197,Very High,234030-61,CuriosityStream,www.curiositystream.com,Yes,Yes,No,No,true
CURIS INC,curis.com,CRIS,USA,MA,Lexington,88511,Very High,52993-45,Curis,www.curis.com,Yes,Yes,No,No,true
CURO GROUP HLDGS CORP,curo.com,CURO,USA,IL,Chicago,17178,High,168489-73,Curo Financial Technologies,www.curo.com,Yes,Yes,No,No,true
CURTISS-WRIGHT CORP,curtisswright.com,CW,USA,NC,Davidson,18091,Very High,41185-81,Curtiss-Wright,www.curtisswright.com,Yes,Yes,No,No,true
CUSTOM TRUCK ONE SOURCE INC,customtruck.com,CTOS,USA,MO,Kansas City,17032,Very High,10462-78,Custom Truck One Source,www.customtruck.com,Yes,Yes,No,No,true
CUSTOMERS BANCORP INC,customersbank.com,CUBI,USA,PA,West Reading,13921,Very High,52230-79,Customers Bank,www.customersbank.com,Yes,Yes,No,Yes,true
CUTERA INC,cutera.com,CUTR,USA,CA,Brisbane,90081,Very High,41508-64,Cutera,www.cutera.com,Yes,Yes,No,No,true
CVB FINANCIAL CORP,cbbank.com,CVBF,USA,CA,Ontario,20395,Very High,41137-84,Citizens Business Bank,,Yes,Yes,Yes,Yes,true
CVENT HOLDING CORP,cvent.com,CVT,USA,VA,Tysons,20142,Very High,52514-74,Cvent,www.cvent.com,Yes,Yes,No,No,true
CVR ENERGY INC,cvrenergy.com,CVI,USA,TX,Sugar Land,92326,Very High,10650-43,CVR Energy,www.cvrenergy.com,Yes,Yes,No,No,true
CVS HEALTH CORP,cvshealth.com,CVS,USA,RI,Woonsocket,17005,Very High,25269-13,CVS Health,www.cvshealth.com,Yes,Yes,Yes,No,true
CYBEROPTICS CORP,cyberoptics.com,CYBE,USA,MN,Minneapolis,11825,Very High,41143-69,Cyberoptics,www.cyberoptics.com,Yes,Yes,No,No,true
CYCLERION THERAPEUTICS,cyclerion.com,CYCN,USA,MA,Cambridge,18427,Very High,266261-95,Cyclerion Therapeutics,www.cyclerion.com,Yes,No,No,No,true
CYMABAY THERAPEUTICS INC,cymabay.com,CBAY,USA,CA,Newark,14691,Very High,51708-97,CymaBay Therapeutics,www.cymabay.com,Yes,No,No,No,true
CYNOSURE INC,cynosure.com,CYNO,USA,MA,Westford,91020,Very High,41541-94,Cynosure (Westford),www.cynosure.com,Yes,Yes,No,No,true
CYPRESS SEMICONDUCTOR CORP,cypress.com,CY,USA,CA,San Jose,10302,Very High,10637-83,Cypress Semiconductor,www.cypress.com,Yes,Yes,No,No,true
CYRUSONE INC,cyrusone.com,CONE,USA,TX,Dallas,13752,Very High,10474-30,CyrusOne,www.cyrusone.com,Yes,Yes,No,No,true
CYS INVESTMENTS INC,,CYS,USA,MA,Waltham,92945,Very High,13359-52,CYS Investments,www.cysinv.com,Yes,Yes,No,No,false
CYTEK BIOSCIENCES INC,cytekbio.com,CTKB,USA,CA,Fremont,21606,Very High,158085-28,Cytek,www.cytekbio.com,Yes,Yes,No,No,true
CYTOKINETICS INC,cytokinetics.com,CYTK,USA,CA,South San Francisco,90126,Very High,41535-55,Cytokinetics,www.cytokinetics.com,Yes,No,No,No,true
CYTOMX THERAPEUTICS INC,cytomx.com,CTMX,USA,CA,South San Francisco,15779,Very High,51019-21,CytomX Therapeutics,www.cytomx.com,Yes,Yes,No,No,true
CYTOSORBENTS CORP,cytosorbents.com,CTSO,USA,NJ,Princeton,15127,Very High,42033-25,Cytosorbents,cytosorbents.com,Yes,Yes,No,No,true
CYXTERA TECHNOLOGIES INC,cyxtera.com,CYXT,USA,FL,Coral Gables,20172,Very High,166214-53,Cyxtera Technologies,www.cyxtera.com,Yes,Yes,No,No,true
D R HORTON INC,drhorton.com,DHI,USA,TX,Arlington,77661,Very High,41745-43,D.R. Horton,www.drhorton.com,Yes,Yes,Yes,No,true
DAILY JOURNAL CORP,dailyjournal.com,DJCO,USA,CA,Los Angeles,10355,Very High,41037-94,Daily Journal,www.dailyjournal.com,Yes,Yes,No,No,true
DAKTRONICS INC,daktronics.com,DAKT,USA,SD,Brookings,80233,Very High,41050-27,Daktronics,www.daktronics.com,Yes,Yes,No,No,true
DANA INC,dana.com,DAN,USA,OH,Maumee,92570,Very High,10475-74,Dana (Automotive),www.dana.com,Yes,Yes,No,Yes,true
DANAHER CORP,danaher.com,DHR,USA,DC,Washington,49680,Very High,12469-33,Danaher,www.danaher.com,Yes,Yes,No,No,true
DANIMER SCIENTIFIC INC,danimerscientific.com,DNMR,USA,GA,Bainbridge,19388,Very High,65310-22,DaniMer Scientific,www.danimerscientific.com,Yes,Yes,No,No,true
DARDEN RESTAURANTS INC,darden.com,DRI,USA,FL,Orlando,81655,Very High,10553-95,Darden Restaurants,www.darden.com,Yes,Yes,No,No,true
DARLING INGREDIENTS INC,darlingii.com,DAR,USA,TX,Irving,80928,Very High,41341-87,Darling Ingredients,www.darlingii.com,Yes,Yes,No,No,true
DASAN ZHONE SOLUTIONS INC,dzsi.com,DZSI,USA,TX,Plano,89925,Very High,157123-45,DASAN Zhone Solutions,www.dzsi.com,Yes,Yes,No,No,true
DASEKE INC,daseke.com,DSKE,USA,TX,Addison,15654,Very High,64153-36,Daseke,investor.daseke.com,Yes,Yes,No,No,true
DATADOG INC,datadoghq.com,DDOG,USA,NY,New York,18911,Very High,53904-79,Datadog,www.datadoghq.com,Yes,Yes,No,No,true
DATALINK CORP,datalink.com,DTLK,USA,MN,Eden Prairie,87160,Very High,41253-67,Datalink (Minnesota),www.datalink.com,Yes,Yes,No,No,true
DATTO HOLDING CORP,datto.com,MSP,USA,CT,Norwalk,19856,Very High,58781-08,Datto,www.datto.com,Yes,Yes,No,No,true
DAVE & BUSTER'S ENTMT INC,daveandbusters.com,PLAY,USA,TX,Dallas,15014,Very High,10058-86,Dave & Buster's,www.daveandbusters.com,Yes,Yes,No,No,true
DAWSON GEOPHYSICAL CO,dawson3d.com,DWSN,USA,TX,Midland,80912,Very High,41137-48,Dawson Geophysical,www.dawson3d.com,Yes,Yes,No,No,true
DAY ONE BIOPHARMACEUTCLS INC,dayonebio.com,DAWN,USA,CA,Brisbane,21262,Very High,435365-56,Day One Biopharmaceuticals,www.dayonebio.com,Yes,No,No,No,true
DCT INDUSTRIAL TRUST INC,dctindustrial.com,DCT,USA,CO,Denver,91635,Very High,42316-84,DCT Industrial Trust,www.dctindustrial.com,Yes,Yes,No,No,true
DEAN FOODS CO,deanfoods.com,DF,USA,TX,Dallas,83421,Very High,109180-54,Dean Foods Co. (Yogurt Business),,Yes,No,No,No,true
DECIPHERA PHRMCTAL INC,deciphera.com,DCPH,USA,MA,Waltham,16924,Very High,64797-94,Deciphera,www.deciphera.com,Yes,No,No,No,true
DECKERS OUTDOOR CORP,deckers.com,DECK,USA,CA,Goleta,79686,Very High,13373-83,Deckers Brands,www.deckers.com,Yes,Yes,No,No,true
DEERE & CO,deere.com,DE,USA,IL,Moline,19350,Very High,11561-68,John Deere,www.deere.com,Yes,Yes,Yes,Yes,true
DEFINITIVE HEALTH CORP,definitivehc.com,DH,USA,MA,Framingham,21891,Very High,109509-31,Definitive Healthcare,www.definitivehc.com,Yes,Yes,No,No,true
DEL FRISCOS RESTURNT GRP INC,dfrg.com,DFRG,USA,TX,Irving,13524,Very High,10825-48,Del Frisco's Restaurant Group,www.dfrg.com,Yes,Yes,No,No,true
DEL TACO RESTAURANTS INC,deltaco.com,TACO,USA,CA,Lake Forest,14433,Very High,10059-40,Del Taco,www.deltaco.com,Yes,Yes,No,No,true
DELEK US HOLDINGS INC,delekus.com,DK,USA,TN,Brentwood,91215,Very High,42065-11,Delek US Holdings,www.delekus.com,Yes,Yes,No,No,true
DELL TECHNOLOGIES INC,delltechnologies.com,DELL,USA,TX,Round Rock,18267,Very High,13414-33,Dell Technologies,www.delltechnologies.com,Yes,Yes,No,Yes,true
DELPHI TECHNOLOGIES PLC,delphi.com,DLPH,GBR,,London,17040,Very High,222915-79,Delphi Technologies,www.delphi.com,Yes,Yes,No,Yes,true
DELTA AIR LINES INC,delta.com,DAL,USA,GA,Atlanta,91926,Very High,41233-33,Delta Air Lines,www.delta.com,Yes,Yes,No,Yes,true
DELTA APPAREL INC,deltaapparelinc.com,DLA,USA,GA,Duluth,88287,High,41431-69,Delta Apparel,,Yes,Yes,No,No,true
DELTA NATURAL GAS CO INC,deltagas.com,DGAS,USA,KY,Winchester,29285,Very High,41100-67,Delta Natural Gas Company,www.deltagas.com,Yes,No,No,No,true
DELTIC TIMBER CORP,,DEL,USA,AR,El Dorado,84365,Very High,41308-48,Deltic Corporation,www.deltic.com,Yes,Yes,No,No,false
DELUXE CORP,deluxe.com,DLX,USA,MN,Minneapolis,61743,Very High,41093-38,Deluxe (IT Consulting and Outsourcing),www.deluxe.com,Yes,Yes,No,No,true
DENALI THERAPEUTCS INC,denalitherapeutics.com,DNLI,USA,CA,South San Francisco,17125,Very High,113155-12,Denali Therapeutics,www.denalitherapeutics.com,Yes,Yes,No,No,true
DENBURY INC,denbury.com,DEN,USA,TX,Plano,19752,Very High,41054-32,Denbury,www.denbury.com,Yes,Yes,No,No,true
DENBURY INC,denbury.com,DNR,USA,TX,Plano,82196,Very High,41054-32,Denbury,www.denbury.com,Yes,Yes,No,No,true
DENNYS CORP,dennys.com,DENN,USA,SC,Spartanburg,85726,Very High,40459-15,Denny's,www.dennys.com,Yes,Yes,No,No,true
DENTSPLY SIRONA INC,dentsplysirona.com,XRAY,USA,NC,Charlotte,11600,Very High,41307-94,Dentsply Sirona,www.dentsplysirona.com,Yes,Yes,No,No,true
DERMIRA INC,dermira.com,DERM,USA,CA,Menlo Park,15003,Very High,53015-50,Dermira,www.dermira.com,Yes,Yes,No,No,true
DERMTECH INC,dermtech.com,DMTK,USA,CA,San Diego,16880,Very High,52892-29,DermTech,www.dermtech.com,Yes,Yes,No,No,true
DESIGN THERAPEUTIS INC,designtx.com,DSGN,USA,CA,Carlsbad,20662,Very High,267654-43,Design Therapeutics,www.designtx.com,Yes,No,No,No,true
DESIGNER BRANDS INC,designerbrands.com,DBI,USA,OH,Columbus,90751,Very High,41593-51,Designer Brands,www.designerbrands.com,Yes,Yes,No,No,true
DESKTOP METAL INC,desktopmetal.com,DM,USA,MA,Burlington,18719,Very High,126395-56,Desktop Metal,www.desktopmetal.com,Yes,Yes,No,No,true
DESTINATION XL GROUP INC,dxl.com,DXLG,USA,MA,Canton,11379,Very High,11838-07,Destination XL Group,www.dxl.com,Yes,Yes,No,No,true
DEVON ENERGY CORP,devonenergy.com,DVN,USA,OK,Oklahoma City,87137,Very High,11808-01,Devon Energy,www.devonenergy.com,Yes,Yes,Yes,No,true
DEXCOM INC,dexcom.com,DXCM,USA,CA,San Diego,90664,Very High,12138-85,DexCom,www.dexcom.com,Yes,Yes,No,No,true
DHI GROUP INC,dhigroupinc.com,DHX,USA,CO,Centennial,92172,Very High,10647-10,DHI Group,www.dhigroupinc.com,Yes,Yes,No,No,true
DHT HOLDINGS INC,dhtankers.com,DHT,BMU,,Hamilton,90943,Very High,51615-01,DHT Holdings,,Yes,Yes,No,No,true
DIAMOND HILL INVESTMENT GRP,diamond-hill.com,DHIL,USA,OH,Columbus,86818,Very High,41350-42,Diamond Hill Capital Management,www.diamond-hill.com,Yes,Yes,Yes,No,true
DIAMOND OFFSHRE DRILLING INC,diamondoffshore.com,DO,USA,TX,Houston,82298,Very High,41147-56,Diamond Offshore Drilling,www.diamondoffshore.com,Yes,Yes,No,No,true
DIAMOND OFFSHRE DRILLING INC,diamondoffshore.com,DO,USA,TX,Houston,22928,Very High,41147-56,Diamond Offshore Drilling,www.diamondoffshore.com,Yes,Yes,No,No,true
DIAMOND S SHIPPING INC,diamondsshipping.com,DSSI,USA,CT,Greenwich,18426,Very High,13124-08,Diamond S Management,www.diamondsshipping.com,Yes,Yes,No,No,true
DIAMONDBACK ENERGY INC,diamondbackenergy.com,FANG,USA,TX,Midland,13641,Very High,56346-31,Diamondback Energy,www.diamondbackenergy.com,Yes,Yes,No,No,true
DIAMONDROCK HOSPITALITY CO,drhc.com,DRH,USA,MD,Bethesda,90680,Very High,41583-16,DiamondRock Hospitality,www.drhc.com,Yes,Yes,No,No,true
DICE THERAPEUTICS INC,dicetherapeutics.com,DICE,USA,CA,South San Francisco,21926,Very High,118452-97,DICE Therapeutics,www.dicetherapeutics.com,Yes,No,No,No,true
DICERNA PHARMACEUTICALS INC,dicerna.com,DRNA,USA,MA,Lexington,14426,Very High,42936-22,Dicerna Pharmaceuticals,www.dicerna.com,Yes,Yes,No,No,true
DICKS SPORTING GOODS INC,dickssportinggoods.com,DKS,USA,PA,Coraopolis,89540,Very High,11058-13,Dick's Sporting Goods,www.dickssportinggoods.com,Yes,Yes,Yes,No,true
DIEBOLD NIXDORF INC,dieboldnixdorf.com,DBD,USA,OH,Hudson,40440,Very High,10804-06,Diebold Nixdorf,www.dieboldnixdorf.com,Yes,Yes,No,Yes,true
DIGI INTERNATIONAL INC,digi.com,DGII,USA,MN,Hopkins,75831,Very High,41301-73,Digi International,www.digi.com,Yes,Yes,No,No,true
DIGIMARC CORP,digimarc.com,DMRC,USA,OR,Beaverton,92808,Very High,12780-55,Digimarc,www.digimarc.com,Yes,Yes,No,No,true
DIGITAL REALTY TRUST INC,digitalrealty.com,DLR,USA,TX,Austin,90373,Very High,14774-59,Digital Realty,www.digitalrealty.com,Yes,Yes,No,No,true
DIGITAL TURBINE INC,digitalturbine.com,APPS,USA,TX,Austin,88518,Very High,41939-83,Digital Turbine,www.digitalturbine.com,Yes,Yes,No,No,true
DST SYSTEMS INC,,DST,USA,MO,Kansas City,83186,Very High,10501-03,DST Systems,www.dstsystems.com,Yes,Yes,No,No,false
DIGITALBRIDGE GROUP INC,digitalbridge.com,CLNY,USA,FL,Boca Raton,93018,Very High,160655-23,DigitalBridge Group,www.digitalbridge.com,Yes,Yes,No,Yes,true
DIGITALGLOBE INC,digitalglobe.com,DGI,USA,CO,Westminster,92924,Very High,14771-62,DigitalGlobe,www.digitalglobe.com,Yes,Yes,No,No,true
DIGITALOCEAN HOLDINGS INC,digitalocean.com,DOCN,USA,NY,New York,20656,Very High,58199-41,DigitalOcean,www.digitalocean.com,Yes,Yes,No,No,true
DILLARDS INC  -CL A,dillards.com,DDS,USA,AR,Little Rock,49429,Very High,10801-09,Dillard's,www.dillards.com,Yes,Yes,No,No,true
DIME COMMUNITY BANCSHARES,bnbbank.com,BDGE,USA,NY,Bridgehampton,92716,,,,,,,,,
DIME COMMUNITY BANCSHARES,dime.com,DCOM,USA,NY,Hauppauge,83815,Very High,101313-19,Dime Community Bank,www.dime.com,Yes,Yes,No,Yes,true
DIMENSION THERAPEUTICS INC,,DMTX,USA,MA,Cambridge,15780,Very High,60344-92,Dimension Therapeutics,www.dimensiontx.com,Yes,No,No,No,false
DINE BRANDS GLOBAL INC,dinebrands.com,DIN,USA,CA,Glendale,76732,Very High,10979-65,DineBrands,www.dinebrands.com,Yes,Yes,No,No,true
DIODES INC,diodes.com,DIOD,USA,TX,Plano,44943,Very High,41316-40,Diodes,www.diodes.com,Yes,Yes,No,No,true
DIPLOMAT PHARMACY INC,diplomatpharmacy.com,DPLO,USA,MI,Flint,14954,Very High,63925-84,Diplomat Pharmacy,www.diplomatpharmacy.com,Yes,Yes,No,No,true
DISCOVER FINANCIAL SVCS,discover.com,DFS,USA,IL,Riverwoods,92121,Very High,13316-95,Discover,www.discover.com,Yes,Yes,No,Yes,true
DISH NETWORK CORP,dish.com,DISH,USA,CO,Englewood,81696,Very High,41101-39,Dish Network,www.dish.com,Yes,Yes,No,No,true
DISNEY (WALT) CO,thewaltdisneycompany.com,DIS,USA,CA,Burbank,26403,Very High,10612-18,The Walt Disney Company,www.thewaltdisneycompany.com,Yes,Yes,No,No,true
DISTRIBUTION SOLUTIO GRO INC,distributionsolutionsgroup.com,DSGR,USA,IL,Chicago,48961,Very High,41246-38,Lawson Products,www.lawsonproducts.com,Yes,Yes,No,No,true
DIVERSEY HOLDINGS LTD,diversey.com,DSEY,USA,SC,Fort Mill,20784,Very High,19756-99,Diversey,www.diversey.com,Yes,Yes,No,No,true
DIVERSIFIED HEALTHCARE TRUST,dhcreit.com,SNH,USA,MA,Newton,87289,Very High,41398-03,Diversified Healthcare Trust,www.dhcreit.com,Yes,Yes,No,No,true
DMC GLOBAL INC,dmcglobal.com,BOOM,USA,CO,Broomfield,33823,Very High,41051-17,DMC Global,www.dmcglobal.com,Yes,Yes,No,No,true
DNB FINANCIAL CORP,,DNBF,USA,PA,Downingtown,92873,Very High,41290-66,DNB Financial,www.dnbfirst.com,Yes,Yes,No,Yes,false
DOCGO INC,docgo.com,DCGO,USA,NY,New York,20307,Very High,234717-58,DocGo,www.docgo.com,Yes,Yes,No,No,true
DOCUSIGN INC,docusign.com,DOCU,USA,CA,San Francisco,17685,Very High,42166-63,DocuSign,www.docusign.com,Yes,Yes,No,No,true
DOLBY LABORATORIES INC,dolby.com,DLB,USA,CA,San Francisco,90550,Very High,42043-15,Dolby Laboratories,,Yes,Yes,No,No,true
DOLLAR GENERAL CORP,dollargeneral.com,DG,USA,TN,Goodlettsville,93096,Very High,10365-94,Dollar General,www.dollargeneral.com,Yes,Yes,No,No,true
DOLLAR TREE INC,dollartree.com,DLTR,USA,VA,Chesapeake,81481,Very High,12009-43,Dollar Tree,www.dollartree.com,Yes,Yes,No,No,true
DOMINION ENERGY INC,dominionenergy.com,D,USA,VA,Richmond,64936,Very High,400359-88,Dominion Energy Generation Marketing,,Yes,Yes,No,No,true
DOMINO'S PIZZA INC,dominos.com,DPZ,USA,MI,Ann Arbor,90248,Very High,11710-18,Domino's Pizza,www.dominos.gcs-web.com,Yes,Yes,No,No,true
DOMO INC,domo.com,DOMO,USA,UT,American Fork,17876,Very High,52379-92,Domo,www.domo.com,Yes,Yes,No,No,true
DOMTAR CORP,domtar.com,UFS,USA,SC,Fort Mill,91854,Very High,41627-26,Domtar,www.domtar.com,Yes,Yes,No,No,true
DONALDSON CO INC,donaldson.com,DCI,USA,MN,Bloomington,61313,Very High,41068-45,Donaldson Company,www.donaldson.com,Yes,Yes,Yes,No,true
